Numéro séquentiel,Nature des dommages,Type d'usager,Type de véhicule,Marque,Modèle,Cylindré,Année de fabrication
247,Graves,Piéton,VUS,FORD,ESCAP,001607,2014
247,Graves,Piéton,VUS,FORD,ESCAP,001607,2014
247,Graves,Piéton,VUS,FORD,ESCAP,001607,2014
3939,Graves,Piéton,Véhicule léger non précisé,INTER,70S,008691,2003
489,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2016
560,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1999
145,Graves,Piéton,Automobile,TOYOT,COROL,001787,2003
3690,Graves,Piéton,Automobile,PONTI,VIBE,001804,2004
2440,Graves,Piéton,Autres,,,,
4122,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2013
444,Graves,Piéton,VUS,NISSA,ROGUE,002509,2008
2882,Graves,Piéton,VUS,KIA,SPORT,002361,2012
3365,Graves,Piéton,Camionnette,FORD,F150,003509,2014
3137,Graves,Piéton,Camion,,,,
3137,Graves,Piéton,Automobile,VOLKS,RABBI,002476,2009
3218,Graves,Piéton,Véhicule léger non précisé,,,,
333,Graves,Piéton,Véhicule léger non précisé,,,,
3276,Graves,Piéton,Automobile,PONTI,SUNFI,002181,2001
3745,Graves,Piéton,Camionnette,FORD,F250,005412,1999
819,Graves,Piéton,VUS,MAZDA,CX-5,002493,2014
3277,Graves,Piéton,Automobile,VOLVO,VN,015005,2001
4123,Graves,Piéton,Automobile,HONDA,FIT,001492,2012
4123,Graves,Piéton,Fourgonnette,RAM,PROMA,003001,2016
1379,Graves,Piéton,Automobile,MAZDA,3,002001,2007
1379,Graves,Piéton,Automobile,SUBAR,OUTBA,003001,2008
747,Graves,Piéton,Automobile,PORSC,MACAN,003000,2017
747,Graves,Piéton,Automobile,PORSC,MACAN,003000,2017
1284,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2008
3187,Graves,Piéton,Véhicule léger non précisé,BLUEB,SCHOO,000000,2013
673,Graves,Piéton,Automobile,TOYOT,CAMRY,003001,2001
2888,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2007
864,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2013
2886,Graves,Piéton,Automobile,NISSA,SENTR,002001,2008
1823,Graves,Piéton,Camionnette,FORD,F150,005412,2003
490,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2011
3901,Graves,Piéton,Camionnette,DODGE,RAM,006691,2010
3330,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2016
2216,Graves,Piéton,Véhicule léger non précisé,,,,
3675,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
3169,Graves,Piéton,Autobus scolaire,BLUEB,BBCV3,000000,2011
3169,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2009
4186,Graves,Piéton,Automobile,VOLKS,GOLF,001984,2009
4223,Graves,Piéton,Camionnette,FORD,F150,002706,2015
4187,Graves,Piéton,Véhicule-outil,CATER,930,000000,1978
1725,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2009
192,Graves,Piéton,Véhicule léger non précisé,,,,
1332,Graves,Piéton,Camionnette,RAM,2500,005707,2015
2099,Graves,Piéton,VUS,NISSA,PATHF,003500,2014
2521,Graves,Piéton,Véhicule léger non précisé,,,,
410,Graves,Piéton,Automobile,HYUND,ELANT,001984,2006
1824,Graves,Piéton,Automobile,MAZDA,3,002296,2005
3940,Graves,Piéton,Automobile,KIA,RIO,001607,2015
2560,Graves,Piéton,Automobile,SUZUK,SWIFT,001607,2004
2887,Graves,Piéton,VUS,HONDA,CR-V,002394,2016
2100,Graves,Piéton,Autobus,NOVA,LFS,000000,2012
562,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2001
1084,Graves,Piéton,Automobile,TOYOT,COROL,001787,2003
2889,Graves,Piéton,Véhicule léger non précisé,,,,
2890,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2013
1226,Graves,Piéton,VUS,NISSA,ROGUE,002509,2008
256,Graves,Piéton,Véhicule léger non précisé,,,,
256,Graves,Piéton,Véhicule léger non précisé,,,,
3471,Graves,Piéton,VUS,JEEP,PATRI,002361,2007
4338,Graves,Piéton,Camionnette,FORD,COF,004952,1994
2441,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
2891,Graves,Piéton,VUS,FORD,EXPLO,003509,2011
3171,Graves,Piéton,Cyclomoteur,PGO,G-MAX,000049,2010
630,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2008
2442,Graves,Piéton,Autres,SPART,GA4FM,000000,2014
2442,Graves,Piéton,Autres,EMERG,TYPHO,000000,2004
2892,Graves,Piéton,Véhicule léger non précisé,,,,
2893,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2014
3172,Graves,Piéton,VUS,FORD,EXCUR,007281,2000
3794,Graves,Piéton,Véhicule léger non précisé,,,,
3794,Graves,Piéton,Véhicule léger non précisé,,,,
865,Graves,Piéton,Camion,STERL,STE,008281,2010
3692,Graves,Piéton,Automobile,HYUND,XG350,003493,2004
3366,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2014
750,Graves,Piéton,VUS,TOYOT,RAV4,002001,2001
2561,Graves,Piéton,Camion,KENWO,CON,011906,2012
2561,Graves,Piéton,Véhicule-outil,FORKL,24161,000000,2002
3331,Graves,Piéton,Véhicule-outil,JOHND,6430,000000,2012
2895,Graves,Piéton,Automobile,TOYOT,MATRI,001804,2009
3460,Graves,Piéton,Véhicule léger non précisé,,,,
3460,Graves,Piéton,Véhicule léger non précisé,,,,
3460,Graves,Piéton,Autobus,NOVAB,TC401,000000,1994
3460,Graves,Piéton,Fourgonnette,DODGE,CARAV,003608,2012
3746,Graves,Piéton,Camion,,,,
3746,Graves,Piéton,Automobile,KIA,RONDO,002361,2008
4059,Graves,Piéton,VUS,KIA,SOREN,003296,2016
4060,Graves,Piéton,Automobile,KIA,RONDO,002361,2007
3472,Graves,Piéton,Automobile,KIA,RIO,001607,2012
752,Graves,Piéton,Automobile,TOYOT,COROL,001804,2014
1521,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2012
918,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2007
955,Graves,Piéton,Fourgonnette,GMC,SAVAN,004805,2007
1426,Graves,Piéton,Camionnette,TOYOT,TUNDR,005707,2012
1825,Graves,Piéton,Automobile,ACURA,TL,003231,2005
1427,Graves,Piéton,Automobile,NISSA,VERSA,001804,2010
1157,Graves,Piéton,Automobile,HYUND,SONAT,002361,2010
1726,Graves,Piéton,Automobile,CADIL,ATS,002001,2014
2300,Graves,Piéton,Automobile,FORD,FOCUS,002001,2014
20,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2002
146,Graves,Piéton,Automobile,HYUND,GENES,003772,2010
4046,Graves,Piéton,Véhicule-outil,,,,
2897,Graves,Piéton,Véhicule léger non précisé,,,,
3602,Graves,Piéton,Camion,HINO,HIN,007691,2015
1826,Graves,Piéton,Minibus,FORD,TRANS,003509,2017
1826,Graves,Piéton,Automobile,MAZDA,5,002296,2009
21,Graves,Piéton,VUS,KIA,SOREN,003493,2003
22,Graves,Piéton,Automobile,VOLKS,GOLF,001787,2016
563,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2004
2898,Graves,Piéton,Automobile,TOYOT,MATRI,002361,2010
2898,Graves,Piéton,Automobile,NISSA,MICRA,001607,2015
2898,Graves,Piéton,Automobile,HYUND,ELANT,001804,2012
2898,Graves,Piéton,Fourgonnette,HONDA,ODYSS,003509,2008
334,Graves,Piéton,Automobile,SUBAR,IMPRE,002001,2015
820,Graves,Piéton,Véhicule léger non précisé,,,,
1656,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2014
2494,Graves,Piéton,Automobile,HYUND,ELANT,001984,2017
564,Graves,Piéton,Autres,,,,
1690,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2015
2902,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2004
3603,Graves,Piéton,VUS,DODGE,JOURN,002394,2015
2903,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2012
3623,Graves,Piéton,VUS,HYUND,SANTA,003345,2008
2352,Graves,Piéton,Camionnette,RAM,1500,005707,2016
2352,Graves,Piéton,Camionnette,RAM,1500,005707,2016
2352,Graves,Piéton,Fourgonnette,FORD,WINDS,003805,2003
2352,Graves,Piéton,Fourgonnette,FORD,WINDS,003805,2003
2103,Graves,Piéton,Véhicule léger non précisé,,,,
2103,Graves,Piéton,Automobile,FORD,TAURU,003706,2015
3649,Graves,Piéton,VUS,HONDA,CR-V,001968,1998
2706,Graves,Piéton,Automobile,MAZDA,3,002001,2006
335,Graves,Piéton,VUS,FORD,ESCAP,001607,2013
3650,Graves,Piéton,Automobile,VOLKS,JETTA,001902,2004
703,Graves,Piéton,Véhicule léger non précisé,,,,
2608,Graves,Piéton,Automobile,KIA,RONDO,002361,2008
2608,Graves,Piéton,Camionnette,DODGE,RAM,005707,2011
956,Graves,Piéton,Véhicule léger non précisé,,,,
4306,Graves,Piéton,Automobile,FORD,FUSIO,002296,2009
4167,Graves,Piéton,Véhicule-outil,JOHND,5425,000000,2005
3912,Graves,Piéton,Véhicule-outil,KOMAT,WA270,000000,2017
2904,Graves,Piéton,VUS,KIA,SPORT,002361,2012
216,Graves,Piéton,Automobile,INFIN,Q50,003706,2015
1227,Graves,Piéton,Automobile,MAZDA,3,002001,2006
1333,Graves,Piéton,Automobile,VOLKS,PASSA,002476,2012
2106,Graves,Piéton,Camionnette,FORD,F150,005395,2008
4257,Graves,Piéton,Automobile,TOYOT,COROL,001787,2000
2905,Graves,Piéton,Automobile,MITSU,LANCE,002001,2016
2905,Graves,Piéton,Camionnette,GMC,SIE,006002,2013
1383,Graves,Piéton,Véhicule léger non précisé,,,,
2692,Graves,Piéton,VUS,HYUND,TUCSO,001984,2007
3651,Graves,Piéton,Véhicule léger non précisé,,,,
1428,Graves,Piéton,Véhicule léger non précisé,,,,
1428,Graves,Piéton,Automobile,CHEVR,COBAL,002197,2005
1428,Graves,Piéton,Fourgonnette,DODGE,GRAND,003296,2008
2107,Graves,Piéton,Véhicule-outil,VOLVO,G740B,000000,2006
821,Graves,Piéton,Véhicule léger non précisé,,,,
3207,Graves,Piéton,Camion,KENWO,T370,006707,2017
411,Graves,Piéton,Autres,,,,
4032,Graves,Piéton,Automobile,HONDA,CIVIC,001591,2000
336,Graves,Piéton,Automobile,PONTI,VIBE,001804,2003
3835,Graves,Piéton,Véhicule léger non précisé,,,,
3835,Graves,Piéton,Tracteur routier,,,,
3835,Graves,Piéton,Automobile,PONTI,GRAND,003788,2005
2108,Graves,Piéton,Automobile,KIA,RIO,001607,2015
2445,Graves,Piéton,Camion,HINO,HFB,005313,2004
365,Graves,Piéton,Véhicule léger non précisé,,,,
365,Graves,Piéton,VUS,CHEVR,EQUIN,003001,2011
3395,Graves,Piéton,Véhicule léger non précisé,,,,
3395,Graves,Piéton,Véhicule léger non précisé,,,,
3395,Graves,Piéton,Autres,,,,
3395,Graves,Piéton,Automobile,FORD,TAURU,003706,2014
3395,Graves,Piéton,Camionnette,TOYOT,TACOM,003509,2016
3395,Graves,Piéton,Camionnette,DODGE,RAM,005707,2012
3395,Graves,Piéton,Camionnette,FORD,F150,003509,2016
1523,Graves,Piéton,Camionnette,FORD,F150,005002,2015
754,Graves,Piéton,VUS,MERCE,R500,005002,2006
754,Graves,Piéton,VUS,SUBAR,FORES,002460,2014
413,Graves,Piéton,Automobile,HONDA,ACCOR,002394,2006
413,Graves,Piéton,Fourgonnette,DODGE,SPRIN,002706,2005
1657,Graves,Piéton,Fourgonnette,FORD,VAN,005412,2009
3968,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2015
3968,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2015
1088,Graves,Piéton,Véhicule léger non précisé,,,,
1088,Graves,Piéton,Véhicule léger non précisé,,,,
1088,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2007
1088,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2007
1092,Graves,Piéton,VUS,ACURA,RDX,003509,2017
3917,Graves,Piéton,Camionnette,FORD,F150,005395,2010
1158,Graves,Piéton,Camion,INTER,40S,007642,2014
2522,Graves,Piéton,Automobile,HONDA,CIVIC,002001,2002
3120,Graves,Piéton,Camionnette,DODGE,RAM,005707,2005
2523,Graves,Piéton,Automobile,HONDA,FIT,001492,2007
3902,Graves,Piéton,Véhicule-outil,CAT,924K,000000,2013
2304,Graves,Piéton,Automobile,MAZDA,3,002001,2012
4061,Graves,Piéton,Véhicule-outil,,,,
337,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2002
1285,Graves,Piéton,Automobile,PONTI,WAVE,001600,2007
1159,Graves,Piéton,Automobile,CHEVR,COBAL,002394,2008
93,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2014
2395,Graves,Piéton,Véhicule léger non précisé,,,,
1524,Graves,Piéton,VUS,FORD,ESCAP,002509,2009
3431,Graves,Piéton,Automobile,CHEVR,COBAL,002197,2005
2563,Graves,Piéton,Véhicule léger non précisé,,,,
2109,Graves,Piéton,Véhicule léger non précisé,,,,
756,Graves,Piéton,Automobile,HYUND,ELANT,001804,2011
2908,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2007
147,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2010
2356,Graves,Piéton,Autobus,NOVAB,LFS,008855,2013
2009,Graves,Piéton,Camionnette,DODGE,RAM,006691,2008
1658,Graves,Piéton,Fourgonnette,DODGE,CARAV,003608,2011
3279,Graves,Piéton,Automobile,PONTI,FIERO,002837,1988
3311,Graves,Piéton,Véhicule-outil,DEERE,5083E,000000,2010
3311,Graves,Piéton,Fourgonnette,FORD,ECONO,007281,1999
920,Graves,Piéton,Fourgonnette,FORD,VAN,004608,2013
1525,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2005
2217,Graves,Piéton,Camion,INTER,40S,007642,2009
4284,Graves,Piéton,Fourgonnette,PONTI,MONTA,003395,2004
2110,Graves,Piéton,Fourgonnette,KIA,SEDON,003788,2006
1929,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2016
3103,Graves,Piéton,Automobile,NISSA,VERSA,001607,2015
1930,Graves,Piéton,VUS,FORD,EDGE,003509,2013
3796,Graves,Piéton,Véhicule léger non précisé,,,,
3796,Graves,Piéton,Camionnette,DODGE,RAM,005707,2005
4048,Graves,Piéton,Camionnette,TOYOT,TACOM,004001,2012
3313,Graves,Piéton,Automobile,FORD,MUSTA,003805,2003
2910,Graves,Piéton,Autres,,,,
2910,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2010
1228,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
2387,Graves,Piéton,Véhicule-outil,CAT,140H,000000,1998
2913,Graves,Piéton,Motocyclette,,,,
24,Graves,Piéton,Minibus,GMC,SAVAN,006600,2007
2914,Graves,Piéton,VUS,BMW,X4,002001,2016
1931,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2008
757,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2007
3564,Graves,Piéton,Automobile,PONTI,SUNFI,002197,2004
3999,Graves,Piéton,Automobile,MAZDA,6,002263,2006
1160,Graves,Piéton,Véhicule léger non précisé,,,,
704,Graves,Piéton,VUS,HYUND,SANTA,002361,2014
492,Graves,Piéton,Automobile,MERCE,E350,003493,2014
4307,Graves,Piéton,Automobile,FORD,FUSIO,002001,2013
3104,Graves,Piéton,Camionnette,GMC,SIE,005740,1998
1729,Graves,Piéton,Automobile,KIA,SPECT,002001,2005
566,Graves,Piéton,Automobile,INFIN,G37,003706,2012
68,Graves,Piéton,Automobile,MAZDA,3,002001,2008
25,Graves,Piéton,Automobile,NISSA,SENTR,002001,2012
25,Graves,Piéton,Automobile,NISSA,SENTR,002001,2012
4328,Graves,Piéton,Camion,INTER,70S,009347,2013
4328,Graves,Piéton,VUS,CHEVR,TRACK,002001,2000
27,Graves,Piéton,Véhicule léger non précisé,,,,
1163,Graves,Piéton,Camionnette,RAM,1500,003001,2014
2111,Graves,Piéton,Véhicule léger non précisé,,,,
338,Graves,Piéton,Automobile,AUDI,A4,001984,2017
338,Graves,Piéton,Automobile,KIA,RONDO,002361,2008
3314,Graves,Piéton,Automobile,MAZDA,3,002001,2015
3314,Graves,Piéton,Automobile,MAZDA,3,002001,2015
3314,Graves,Piéton,Camionnette,RAM,2500,005707,2016
3314,Graves,Piéton,Camionnette,RAM,2500,005707,2016
3473,Graves,Piéton,Camionnette,GMC,SIE,004297,2004
415,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
1776,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2002
3854,Graves,Piéton,Automobile,MITSU,LANCE,002001,2008
3878,Graves,Piéton,Véhicule léger non précisé,,,,
1661,Graves,Piéton,Automobile,BMW,Z4,002493,2003
993,Graves,Piéton,Camionnette,CHEVR,SILVE,006002,2008
993,Graves,Piéton,VUS,SUBAR,OUTBA,003608,2011
340,Graves,Piéton,Automobile,TOYOT,TERCE,001492,1997
2918,Graves,Piéton,Automobile,VOLKS,RABBI,002476,2007
568,Graves,Piéton,Véhicule léger non précisé,,,,
2919,Graves,Piéton,VUS,TOYOT,RAV4,002001,2001
69,Graves,Piéton,Automobile,TOYOT,CAMRY,003001,2006
3991,Graves,Piéton,Fourgonnette,DODGE,GRAND,003608,2016
4252,Graves,Piéton,Motocyclette,ARTIS,ARTIS,001340,1992
4452,Graves,Piéton,Véhicule léger non précisé,,,,
4361,Graves,Piéton,Automobile,VOLKS,GOLF,001968,2015
4277,Graves,Piéton,Véhicule-outil,NEWHO,TM150,000000,2001
1662,Graves,Piéton,Autobus,NOVA,ART,008298,2014
3457,Graves,Piéton,Camionnette,FORD,F150,005412,2004
2676,Graves,Piéton,Véhicule léger non précisé,,,,
759,Graves,Piéton,Véhicule léger non précisé,,,,
759,Graves,Piéton,Camion,VOLVO,VHD,013004,2016
3248,Graves,Piéton,Automobile,MAZDA,3,002001,2014
95,Graves,Piéton,Automobile,SMART,FORTW,001000,2009
3768,Graves,Piéton,Fourgonnette,FORD,VAN,004608,2012
3955,Graves,Piéton,Camionnette,FORD,F150,003509,2016
674,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
2446,Graves,Piéton,Camionnette,FORD,PICKU,005412,2003
2921,Graves,Piéton,VUS,AUDI,Q3,001984,2015
1288,Graves,Piéton,Automobile,SATUR,SL1,001902,2002
1873,Graves,Piéton,Automobile,VOLKS,JETTA,001902,2000
1873,Graves,Piéton,Automobile,VOLKS,JETTA,001902,2000
3281,Graves,Piéton,Véhicule léger non précisé,,,,
2922,Graves,Piéton,Automobile,SUBAR,LEGAC,002509,2003
867,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2010
867,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2010
494,Graves,Piéton,Automobile,BMW,650XI,004395,2012
494,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2015
1230,Graves,Piéton,Véhicule léger non précisé,,,,
2382,Graves,Piéton,Fourgonnette,DODGE,GRAND,003608,2016
3769,Graves,Piéton,Automobile,PONTI,SUNFI,002197,2003
1732,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2000
2924,Graves,Piéton,Automobile,TOYOT,COROL,001804,2010
2447,Graves,Piéton,Automobile,VOLKS,GOLF,002476,2010
4206,Graves,Piéton,Automobile,TOYOT,COROL,001804,2008
3992,Graves,Piéton,Automobile,CHRYS,CONCO,002739,1999
3992,Graves,Piéton,Camionnette,TOYOT,TUNDR,005707,2015
1829,Graves,Piéton,Automobile,VOLKS,EOS,001984,2011
1527,Graves,Piéton,Automobile,VOLKS,PASSA,001984,2008
3604,Graves,Piéton,Camion,KENNO,,000000,1976
2925,Graves,Piéton,Véhicule léger non précisé,,,,
4310,Graves,Piéton,Véhicule-outil,,,,
4310,Graves,Piéton,Véhicule-outil,,,,
1164,Graves,Piéton,VUS,MITSU,OUTLA,002394,2009
1830,Graves,Piéton,Automobile,SUBAR,IMPRE,002001,2013
258,Graves,Piéton,Camion,GMC,SIERR,006002,2017
304,Graves,Piéton,Automobile,TOYOT,COROL,001804,2015
761,Graves,Piéton,Automobile,MERCE,C300,002001,2015
761,Graves,Piéton,Automobile,MINI,COOPE,001607,2005
1384,Graves,Piéton,VUS,SUBAR,B9,003001,2006
3693,Graves,Piéton,VUS,HONDA,CR-V,002394,2014
2734,Graves,Piéton,Automobile,CHEVR,COBAL,002197,2008
2115,Graves,Piéton,VUS,NISSA,PATHF,003509,2014
3303,Graves,Piéton,Véhicule-outil,JOHND,6410,000000,1998
636,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2009
1289,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2011
1528,Graves,Piéton,Camionnette,MAZDA,B4000,004001,2010
2116,Graves,Piéton,Automobile,MAZDA,3,002001,2010
3586,Graves,Piéton,Véhicule léger non précisé,,,,
1935,Graves,Piéton,Camion,FORD,F350,006199,2016
763,Graves,Piéton,Motocyclette,KYMCO,VITAL,000049,2008
2928,Graves,Piéton,VUS,HONDA,CR-V,002394,2012
1779,Graves,Piéton,Automobile,HONDA,CIVIC,002001,2006
2117,Graves,Piéton,Tracteur routier,FREIG,CON,014808,2015
2117,Graves,Piéton,Tracteur routier,WESTE,CNV,000000,2013
2117,Graves,Piéton,Véhicule-outil,,,,
4096,Graves,Piéton,Automobile,CHEVR,IMPAL,003788,2003
4144,Graves,Piéton,Véhicule léger non précisé,,,,
639,Graves,Piéton,Automobile,NISSA,SENTR,002001,2010
367,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
1102,Graves,Piéton,Véhicule léger non précisé,,,,
4278,Graves,Piéton,Automobile,FORD,FOCUS,002001,2007
2930,Graves,Piéton,Automobile,MAZDA,6,002493,2012
1165,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2006
4313,Graves,Piéton,Automobile,KIA,RONDO,002706,2012
1231,Graves,Piéton,Véhicule léger non précisé,,,,
1103,Graves,Piéton,Camion,KENWO,CON,015005,2006
3250,Graves,Piéton,Automobile,CADIL,XTS,003608,2015
3905,Graves,Piéton,Automobile,MAZDA,3,002001,2013
2495,Graves,Piéton,Automobile,ACURA,TL,003509,2009
1232,Graves,Piéton,Fourgonnette,DODGE,CARAV,002968,2000
1531,Graves,Piéton,VUS,HONDA,CR-V,002394,2008
640,Graves,Piéton,Autobus,NOVAB,LFS,008855,2009
2120,Graves,Piéton,Automobile,HONDA,FIT,001492,2009
4268,Graves,Piéton,Véhicule léger non précisé,,,,
959,Graves,Piéton,Automobile,VOLKS,GOLF,001984,2007
1937,Graves,Piéton,Tracteur routier,WESTE,CNV,014808,2012
1832,Graves,Piéton,Véhicule léger non précisé,,,,
1532,Graves,Piéton,Camion,FORD,DRW,006396,2009
569,Graves,Piéton,Véhicule léger non précisé,,,,
869,Graves,Piéton,Automobile,CHRYS,SEBRI,002739,2002
2931,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2007
2931,Graves,Piéton,Camionnette,CHEVR,SILVE,004805,2007
416,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2011
3495,Graves,Piéton,Automobile,PONTI,GRAND,003395,2003
675,Graves,Piéton,Véhicule léger non précisé,,,,
2121,Graves,Piéton,Autobus,NOVAB,LFS,008298,2013
3372,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
1734,Graves,Piéton,VUS,GMC,ACADI,003608,2008
1104,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
1533,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2005
2933,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2010
1105,Graves,Piéton,Fourgonnette,TOYOT,SIENN,003509,2016
1290,Graves,Piéton,VUS,NISSA,MURAN,003509,2012
4314,Graves,Piéton,Automobile,TOYOT,CAMRY,002361,2003
1534,Graves,Piéton,Automobile,MAZDA,3,002001,2010
3749,Graves,Piéton,Automobile,HYUND,ELANT,001804,2015
2122,Graves,Piéton,VUS,TOYOT,RAV4,002509,2015
2249,Graves,Piéton,Camionnette,GMC,CANYO,003608,2016
2448,Graves,Piéton,Automobile,MERCE,C300,002001,2015
1735,Graves,Piéton,Véhicule léger non précisé,,,,
4370,Graves,Piéton,Véhicule léger non précisé,,,,
1535,Graves,Piéton,Véhicule léger non précisé,,,,
2940,Graves,Piéton,Automobile,VOLKS,GOLF,001787,2015
4212,Graves,Piéton,VUS,HONDA,CR-V,002394,2013
1939,Graves,Piéton,Automobile,HONDA,ACCO,002394,2015
1939,Graves,Piéton,Automobile,HONDA,ACCO,002394,2015
3458,Graves,Piéton,Autobus,GMC,SAVAN,006609,2014
2250,Graves,Piéton,Automobile,NISSA,SENTR,001804,2016
2935,Graves,Piéton,Automobile,BMW,X1,002001,2015
2935,Graves,Piéton,Automobile,BMW,X1,002001,2015
2935,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2014
2935,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2014
2939,Graves,Piéton,Automobile,KIA,OPTIM,002361,2013
3379,Graves,Piéton,Véhicule léger non précisé,,,,
3379,Graves,Piéton,Fourgonnette,CHEVR,EXPRE,005969,2004
2941,Graves,Piéton,Camionnette,FORD,F150,004198,2002
4181,Graves,Piéton,Automobile,MAZDA,3,002001,2016
4315,Graves,Piéton,Automobile,KIA,RIO,001607,2013
2526,Graves,Piéton,Automobile,VOLKS,JETTA,001787,2015
1385,Graves,Piéton,Automobile,KIA,RONDO,002001,2014
2010,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1999
4169,Graves,Piéton,Camionnette,GMC,SONOM,004297,1996
3893,Graves,Piéton,Automobile,HYUND,ELANT,001984,2006
98,Graves,Piéton,Véhicule léger non précisé,,,,
1942,Graves,Piéton,Camionnette,FORD,RNG,003001,2006
1444,Graves,Piéton,VUS,TOYOT,RAV4,002509,2015
1386,Graves,Piéton,Véhicule léger non précisé,,,,
3660,Graves,Piéton,Véhicule-outil,,,,
2942,Graves,Piéton,Véhicule léger non précisé,,,,
2942,Graves,Piéton,Automobile,TOYOT,TERCE,001492,1999
3750,Graves,Piéton,Autres,,,,
2944,Graves,Piéton,Véhicule léger non précisé,,,,
2944,Graves,Piéton,Véhicule-outil,,,,
766,Graves,Piéton,VUS,VOLVO,XC90,003198,2008
2612,Graves,Piéton,Automobile,FORD,FOCUS,002001,2006
641,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
823,Graves,Piéton,Autobus,NOVAB,LFS,008855,2011
996,Graves,Piéton,Autres,,,,
3627,Graves,Piéton,Véhicule léger non précisé,,,,
3627,Graves,Piéton,Automobile,TOYOT,CAMRY,002394,2007
3627,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2002
3627,Graves,Piéton,VUS,CHEVR,TRAX,001394,2015
1291,Graves,Piéton,Automobile,CHEVR,CAVAL,002197,2004
368,Graves,Piéton,Véhicule léger non précisé,,,,
2946,Graves,Piéton,Véhicule léger non précisé,,,,
4146,Graves,Piéton,Camionnette,NISSA,FRONT,004001,2013
446,Graves,Piéton,Automobile,CHEVR,AVEO,001607,2007
1432,Graves,Piéton,Camionnette,DODGE,RAM,004707,2009
3918,Graves,Piéton,Camionnette,FORD,F150,005002,2017
1319,Graves,Piéton,Camionnette,FORD,F350,006002,2004
3496,Graves,Piéton,Automobile,KIA,RIO,001607,2013
2947,Graves,Piéton,Automobile,MAZDA,3,002001,2015
260,Graves,Piéton,Véhicule léger non précisé,,,,
2722,Graves,Piéton,Véhicule léger non précisé,,,,
2948,Graves,Piéton,Véhicule léger non précisé,,,,
2948,Graves,Piéton,VUS,HONDA,CR-V,001509,2017
923,Graves,Piéton,VUS,CADIL,XT5,003608,2017
3335,Graves,Piéton,VUS,CHEVR,TRAVE,003608,2012
