Numéro séquentiel,Nature des dommages,Type d'usager,Type de véhicule,Marque,Modèle,Cylindré,Année de fabrication
4050,Graves,Piéton,Camionnette,RAM,2500,006396,2017
1292,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
2950,Graves,Piéton,Autobus,MERCE,SPRIN,002968,2016
1166,Graves,Piéton,Véhicule léger non précisé,,,,
2639,Graves,Piéton,Camionnette,FORD,F150,003509,2016
2123,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
2123,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
3605,Graves,Piéton,Véhicule léger non précisé,,,,
4371,Graves,Piéton,Camionnette,RAM,1500,005707,2014
1233,Graves,Piéton,VUS,MAZDA,CX-5,002493,2016
2569,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2010
3336,Graves,Piéton,Véhicule léger non précisé,,,,
3631,Graves,Piéton,Véhicule-outil,,,,
1834,Graves,Piéton,Véhicule léger non précisé,,,,
1834,Graves,Piéton,Tracteur routier,DURAB,,000000,2017
4001,Graves,Piéton,Véhicule-outil,MF,FE35,000000,1965
1167,Graves,Piéton,Véhicule léger non précisé,,,,
1836,Graves,Piéton,Camionnette,RAM,1500,005707,2017
3337,Graves,Piéton,Camionnette,FORD,F150,005002,2017
342,Graves,Piéton,VUS,JEEP,COMPA,002394,2011
676,Graves,Piéton,Camionnette,GMC,SIERR,005297,2017
1334,Graves,Piéton,Tracteur routier,FREIG,CON,012824,2003
1537,Graves,Piéton,Camionnette,FORD,RNG,004001,2010
2400,Graves,Piéton,Véhicule léger non précisé,,,,
870,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2001
570,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
570,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
2952,Graves,Piéton,Automobile,VOLKS,GOLF,002476,2011
4228,Graves,Piéton,Véhicule léger non précisé,,,,
4228,Graves,Piéton,Véhicule léger non précisé,,,,
3105,Graves,Piéton,Véhicule léger non précisé,,,,
4188,Graves,Piéton,Véhicule léger non précisé,,,,
1737,Graves,Piéton,Automobile,KIA,FORTE,001984,2018
3567,Graves,Piéton,Automobile,DODGE,SX2.0,002001,2005
4116,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2009
3148,Graves,Piéton,Tracteur routier,PETER,CON,014644,2007
4285,Graves,Piéton,Véhicule léger non précisé,,,,
1433,Graves,Piéton,Automobile,TOYOT,COROL,001787,2007
2953,Graves,Piéton,Automobile,MAZDA,3,002001,2015
2527,Graves,Piéton,Véhicule léger non précisé,,,,
1538,Graves,Piéton,VUS,BMW,X5,002985,2003
1539,Graves,Piéton,Autobus,NOVAB,HEV,000000,2017
1445,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2014
1945,Graves,Piéton,VUS,TOYOT,4RUNN,004001,2016
824,Graves,Piéton,Automobile,CHEVR,SONIC,001804,2012
1168,Graves,Piéton,Automobile,MAZDA,5,002263,2007
1234,Graves,Piéton,VUS,JEEP,PATRI,002361,2008
1234,Graves,Piéton,VUS,JEEP,PATRI,002361,2008
1540,Graves,Piéton,Automobile,VOLKS,PASSA,001787,2016
1294,Graves,Piéton,Fourgonnette,FORD,TRANS,003706,2017
3510,Graves,Piéton,Automobile,SUBAR,IMPRE,002001,2003
1946,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2009
4002,Graves,Piéton,Autobus,PREVO,H3-45,000000,2008
3652,Graves,Piéton,Cyclomoteur,YAMAH,CW50,000049,2002
1236,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2011
3106,Graves,Piéton,Fourgonnette,CHEVR,HHR,002394,2006
3632,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2003
3880,Graves,Piéton,Automobile,CHEVR,AVEO,001607,2011
3523,Graves,Piéton,Camionnette,FORD,F250,006199,2015
3304,Graves,Piéton,Véhicule-outil,DEERE,7210,000000,2002
2220,Graves,Piéton,VUS,DODGE,DURAN,005707,2018
1738,Graves,Piéton,Véhicule léger non précisé,,,,
3550,Graves,Piéton,Fourgonnette,GMC,SAVAN,004805,2017
2956,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2003
2956,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2003
1335,Graves,Piéton,Automobile,HYUND,ELANT,001984,2018
871,Graves,Piéton,Autres,,,,
1740,Graves,Piéton,Automobile,KIA,RIO,001607,2014
151,Graves,Piéton,Véhicule léger non précisé,,,,
217,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2010
3805,Graves,Piéton,Automobile,MAZDA,3,002001,2011
4423,Graves,Piéton,Automobile,MAZDA,3,002001,2011
2958,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2017
2129,Graves,Piéton,Automobile,TOYOT,IQ,001328,2012
152,Graves,Piéton,Véhicule léger non précisé,,,,
1543,Graves,Piéton,Automobile,HONDA,ACCOR,002394,2005
3754,Graves,Piéton,VUS,FORD,EDGE,003509,2013
2959,Graves,Piéton,Camionnette,FORD,F150,005395,2010
1106,Graves,Piéton,Camionnette,FORD,RNG,003001,2008
2960,Graves,Piéton,Camionnette,RAM,1500,005707,2018
2960,Graves,Piéton,Fourgonnette,FORD,TRANS,003509,2015
2735,Graves,Piéton,Camion,KENWO,CON,007232,2005
2735,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2018
2130,Graves,Piéton,Automobile,HYUND,ELANT,001804,2013
4397,Graves,Piéton,Camionnette,TOYOT,TUNDR,004674,2005
573,Graves,Piéton,VUS,TOYOT,VENZA,002689,2013
4362,Graves,Piéton,Véhicule léger non précisé,,,,
4362,Graves,Piéton,Véhicule léger non précisé,,,,
3338,Graves,Piéton,VUS,HYUND,SANTA,003477,2010
1320,Graves,Piéton,VUS,SUBAR,FORES,002460,2010
1237,Graves,Piéton,Véhicule léger non précisé,,,,
1237,Graves,Piéton,Véhicule léger non précisé,,,,
3251,Graves,Piéton,Fourgonnette,FORD,TRANS,003706,2016
767,Graves,Piéton,VUS,BUICK,ENCLA,003608,2015
4316,Graves,Piéton,Camionnette,DODGE,RAM,006707,2012
2963,Graves,Piéton,Véhicule léger non précisé,,,,
4372,Graves,Piéton,Véhicule-outil,,,,
4372,Graves,Piéton,Camionnette,RAM,1500,003001,2016
417,Graves,Piéton,Véhicule léger non précisé,,,,
417,Graves,Piéton,Véhicule léger non précisé,,,,
2680,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2008
2680,Graves,Piéton,Camionnette,GMC,SIERR,005297,2017
2964,Graves,Piéton,Autobus,NOVAB,LFS,008855,2009
2965,Graves,Piéton,Véhicule léger non précisé,,,,
4398,Graves,Piéton,Véhicule léger non précisé,,,,
1240,Graves,Piéton,Véhicule léger non précisé,,,,
3497,Graves,Piéton,Automobile,NISSA,SENTR,002001,2008
3804,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
924,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2018
500,Graves,Piéton,Camionnette,FORD,F150,005395,2010
1837,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2010
2642,Graves,Piéton,Véhicule léger non précisé,,,,
2450,Graves,Piéton,Véhicule léger non précisé,,,,
1241,Graves,Piéton,VUS,JEEP,GRCHE,003608,2015
873,Graves,Piéton,VUS,GMC,ACADI,003608,2016
2967,Graves,Piéton,VUS,FORD,ESCAP,001607,2015
218,Graves,Piéton,Automobile,MAZDA,6,003706,2010
2451,Graves,Piéton,VUS,JEEP,PATRI,002361,2008
1949,Graves,Piéton,Véhicule léger non précisé,,,,
679,Graves,Piéton,Automobile,TOYOT,COROL,001804,2015
2968,Graves,Piéton,Véhicule léger non précisé,,,,
2968,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2015
4424,Graves,Piéton,Automobile,HYUND,ELANT,001804,2013
1108,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2013
1336,Graves,Piéton,VUS,GMC,TERRA,002394,2010
2570,Graves,Piéton,Véhicule léger non précisé,,,,
3906,Graves,Piéton,Camionnette,FORD,F150,002706,2015
261,Graves,Piéton,Camion,MACK,600,011938,1998
575,Graves,Piéton,Véhicule léger non précisé,,,,
306,Graves,Piéton,Camionnette,FORD,RNG,003001,2007
2531,Graves,Piéton,Véhicule léger non précisé,,,,
3107,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2000
4364,Graves,Piéton,Tracteur routier,,,,
4364,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2009
3654,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2007
2132,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2012
2133,Graves,Piéton,Véhicule léger non précisé,,,,
2133,Graves,Piéton,VUS,HYUND,SANTA,002001,2016
1242,Graves,Piéton,Automobile,VOLKS,JETTA,001394,2016
1242,Graves,Piéton,Automobile,BMW,328XI,002001,2013
3535,Graves,Piéton,VUS,FORD,ESCAP,002001,2014
1950,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2002
1951,Graves,Piéton,VUS,KIA,SOUL,002001,2016
3381,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2013
643,Graves,Piéton,Véhicule léger non précisé,,,,
2231,Graves,Piéton,VUS,HYUND,TUCSO,002361,2011
1876,Graves,Piéton,Véhicule léger non précisé,,,,
262,Graves,Piéton,Véhicule léger non précisé,,,,
1109,Graves,Piéton,Véhicule léger non précisé,,,,
577,Graves,Piéton,Véhicule léger non précisé,,,,
577,Graves,Piéton,Automobile,VOLKS,JETTA,001394,2017
29,Graves,Piéton,Autres,,,,
29,Graves,Piéton,Véhicule léger non précisé,,,,
29,Graves,Piéton,Véhicule léger non précisé,,,,
2970,Graves,Piéton,VUS,KIA,SOUL,002001,2018
1110,Graves,Piéton,Automobile,VOLKS,GOLF,001787,2016
2497,Graves,Piéton,Fourgonnette,TOYOT,SIENN,003509,2018
2222,Graves,Piéton,Automobile,HYUND,ELANT,001804,2013
1952,Graves,Piéton,Automobile,HYUND,ELANT,001984,2008
1953,Graves,Piéton,Autobus,FORD,ECONO,006806,2017
502,Graves,Piéton,Automobile,HONDA,CIVIC,001296,2007
4098,Graves,Piéton,Véhicule léger non précisé,,,,
4098,Graves,Piéton,VUS,CHEVR,TRAIL,004198,2007
1547,Graves,Piéton,Fourgonnette,DODGE,GRAND,003608,2016
1111,Graves,Piéton,Automobile,KIA,FORTE,002361,2013
3958,Graves,Piéton,Véhicule léger non précisé,,,,
32,Graves,Piéton,Automobile,CHRYS,SEBRI,002739,2007
4317,Graves,Piéton,Camionnette,GMC,SIERR,005297,2018
1548,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2010
2452,Graves,Piéton,Fourgonnette,GMC,SAVAN,004297,2018
1244,Graves,Piéton,Fourgonnette,FORD,ECONO,005412,2013
1549,Graves,Piéton,VUS,NISSA,MURAN,003509,2017
1550,Graves,Piéton,VUS,MAZDA,TRIBU,002493,2011
1744,Graves,Piéton,Automobile,PONTI,SUNFI,002197,2004
1388,Graves,Piéton,Camion,PETER,348,008855,2018
1954,Graves,Piéton,Autres,,,,
3174,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2011
3382,Graves,Piéton,Automobile,CHEVR,VOLT,001509,2017
2135,Graves,Piéton,Automobile,CHRYS,NEON,002001,2002
769,Graves,Piéton,Camion,VOLVO,VN,013004,2015
769,Graves,Piéton,Automobile,COBRA,,000000,1988
4052,Graves,Piéton,Camionnette,FORD,F150,004608,2000
503,Graves,Piéton,VUS,FORD,ESCAP,001607,2014
1666,Graves,Piéton,VUS,HYUND,SANTA,003477,2011
2682,Graves,Piéton,Camion,,,,
771,Graves,Piéton,Automobile,MERCE,C,002001,2018
772,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2003
1551,Graves,Piéton,VUS,HYUND,TUCSO,002001,2018
3340,Graves,Piéton,Autres,,,,
3340,Graves,Piéton,Camionnette,FORD,F150,005395,2008
504,Graves,Piéton,VUS,HONDA,CR-V,002394,2011
999,Graves,Piéton,Véhicule léger non précisé,,,,
2136,Graves,Piéton,Fourgonnette,CHRYS,TWC,003608,2016
3149,Graves,Piéton,Automobile,TOYOT,COROL,001787,2000
2971,Graves,Piéton,Automobile,TOYOT,PRIUS,001492,2014
1172,Graves,Piéton,VUS,NISSA,MURAN,003493,2003
505,Graves,Piéton,VUS,HONDA,CR-V,002394,2016
680,Graves,Piéton,Véhicule léger non précisé,,,,
680,Graves,Piéton,Autres,,,,
680,Graves,Piéton,Automobile,DODGE,CHARG,003608,2016
680,Graves,Piéton,Automobile,DODGE,CHARG,003608,2016
1553,Graves,Piéton,VUS,INFIN,QX50,002001,2019
2252,Graves,Piéton,Véhicule léger non précisé,,,,
3511,Graves,Piéton,Camionnette,DODGE,RAM,005707,2010
3978,Graves,Piéton,Camion,WESTE,CNV,015792,2012
3978,Graves,Piéton,Autres,REMOR,DOMES,000000,1992
874,Graves,Piéton,VUS,HONDA,CR-V,002394,2010
2137,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2004
3342,Graves,Piéton,Véhicule léger non précisé,,,,
2973,Graves,Piéton,Véhicule léger non précisé,,,,
579,Graves,Piéton,Autres,,,,
2311,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2012
2974,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
100,Graves,Piéton,Camion,HINO,195D1,005116,2017
2975,Graves,Piéton,Véhicule léger non précisé,,,,
1113,Graves,Piéton,Autres,CHEVR,EXPRE,006609,2015
2359,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2007
3589,Graves,Piéton,Camionnette,FORD,F150,005002,2016
3617,Graves,Piéton,Automobile,DODGE,SX2.0,002001,2005
773,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
926,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2004
926,Graves,Piéton,Automobile,VOLKS,RABBI,002476,2007
1668,Graves,Piéton,Automobile,MITSU,LANCE,002001,2014
3175,Graves,Piéton,Autres,,,,
4034,Graves,Piéton,Camion,MACK,800,010807,2011
1784,Graves,Piéton,VUS,HONDA,HR-V,001804,2016
2976,Graves,Piéton,Camion,FORD,CTV,006806,2012
4053,Graves,Piéton,Automobile,HYUND,GENES,001984,2011
33,Graves,Piéton,VUS,BMW,X1,002001,2017
2139,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
2139,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
4011,Graves,Piéton,Tracteur routier,INTER,9400,015005,2005
370,Graves,Piéton,VUS,HONDA,CR-V,001968,2001
1173,Graves,Piéton,Véhicule léger non précisé,,,,
684,Graves,Piéton,Fourgonnette,TOYOT,SIENN,003509,2017
774,Graves,Piéton,Automobile,TOYOT,COROL,001787,2006
775,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2009
1556,Graves,Piéton,VUS,HYUND,TUCSO,002361,2011
2977,Graves,Piéton,Autres,,,,
2977,Graves,Piéton,Automobile,CADIL,CTS,003608,2007
2571,Graves,Piéton,Véhicule léger non précisé,,,,
1669,Graves,Piéton,Camionnette,GMC,SIE,005297,2016
4100,Graves,Piéton,Camion,STERL,STE,012824,2005
506,Graves,Piéton,Véhicule léger non précisé,,,,
3634,Graves,Piéton,VUS,NISSA,ROGUE,002509,2018
1745,Graves,Piéton,Véhicule léger non précisé,,,,
2453,Graves,Piéton,Automobile,HYUND,ACCEN,001600,2009
1389,Graves,Piéton,Véhicule léger non précisé,,,,
1389,Graves,Piéton,Véhicule léger non précisé,,,,
1389,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2006
1389,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2006
580,Graves,Piéton,Camion,STERL,STE,012512,2007
2979,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2015
3635,Graves,Piéton,Automobile,HONDA,ACCOR,002263,2000
2615,Graves,Piéton,VUS,FORD,EXPLO,003509,2017
2980,Graves,Piéton,Automobile,TOYOT,COROL,001787,2006
1557,Graves,Piéton,VUS,ACURA,MDX,003706,2009
2253,Graves,Piéton,Autres,,,,
2253,Graves,Piéton,Camion,FORD,F550,006707,2015
507,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2008
507,Graves,Piéton,Automobile,HONDA,ACCO,002394,2008
2011,Graves,Piéton,Automobile,HYUND,SONAT,002400,2009
4366,Graves,Piéton,Tracteur routier,FREIG,CON,012824,2005
509,Graves,Piéton,Automobile,KIA,RONDO,002361,2009
155,Graves,Piéton,Véhicule léger non précisé,,,,
155,Graves,Piéton,Véhicule léger non précisé,,,,
155,Graves,Piéton,Automobile,BUICK,VERAN,002394,2014
155,Graves,Piéton,Automobile,BUICK,VERAN,002394,2014
155,Graves,Piéton,Automobile,LEXUS,ES300,002493,2014
155,Graves,Piéton,Automobile,LEXUS,ES300,002493,2014
155,Graves,Piéton,VUS,VOLVO,XC90,003198,2007
155,Graves,Piéton,VUS,VOLVO,XC90,003198,2007
1393,Graves,Piéton,Véhicule léger non précisé,,,,
264,Graves,Piéton,Fourgonnette,DODGE,CARAV,002968,2000
2312,Graves,Piéton,Véhicule léger non précisé,,,,
2454,Graves,Piéton,Véhicule léger non précisé,,,,
2454,Graves,Piéton,Automobile,CHEVR,AVEO,001607,2009
2454,Graves,Piéton,Automobile,TOYOT,COROL,001804,2019
2454,Graves,Piéton,Camionnette,FORD,,005395,2006
2454,Graves,Piéton,VUS,TOYOT,RUN,003378,1997
4258,Graves,Piéton,Véhicule léger non précisé,,,,
4258,Graves,Piéton,Tracteur routier,,,,
2141,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2012
1434,Graves,Piéton,Autobus,NOVAB,LFS,000000,2007
1434,Graves,Piéton,VUS,LEXUS,RX,003509,2009
2360,Graves,Piéton,Tracteur routier,FREIG,CASCA,014808,2017
2459,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
2459,Graves,Piéton,VUS,MITSU,RVR,002001,2017
2683,Graves,Piéton,VUS,KIA,SOREN,003493,2012
3284,Graves,Piéton,Camion,FREIG,MCV,005887,1995
1115,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
685,Graves,Piéton,Automobile,MAZDA,6,002493,2015
3434,Graves,Piéton,Automobile,LINCO,MKZ,003509,2010
2983,Graves,Piéton,Automobile,PONTI,VIBE,001804,2005
827,Graves,Piéton,Camion,RAM,PROMA,003608,2014
1765,Graves,Piéton,Automobile,VOLKS,CC,001984,2014
2142,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2011
581,Graves,Piéton,VUS,VOLVO,XC40,002001,2019
686,Graves,Piéton,Automobile,MAZDA,3,002001,2007
1558,Graves,Piéton,Véhicule léger non précisé,,,,
1558,Graves,Piéton,VUS,JEEP,PATRI,002394,2011
875,Graves,Piéton,Autobus,NOVA,ARTIC,008855,2010
3108,Graves,Piéton,Camion,WHGMC,ACL,014644,1991
3108,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2010
70,Graves,Piéton,VUS,NISSA,ROGUE,002509,2016
3970,Graves,Piéton,VUS,HYUND,TUCSO,001591,2018
101,Graves,Piéton,Automobile,TOYOT,IM,001804,2017
2709,Graves,Piéton,Véhicule léger non précisé,,,,
2709,Graves,Piéton,VUS,FORD,ESCAP,002509,2009
4287,Graves,Piéton,Véhicule léger non précisé,,,,
4287,Graves,Piéton,Véhicule léger non précisé,,,,
4287,Graves,Piéton,Véhicule léger non précisé,,,,
4287,Graves,Piéton,Véhicule léger non précisé,,,,
4287,Graves,Piéton,Camion,FORD,F250,006199,2015
4287,Graves,Piéton,Automobile,MAZDA,3,002001,2017
4287,Graves,Piéton,VUS,FORD,EXPLO,003706,2017
1958,Graves,Piéton,Autres,,,,
102,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2011
828,Graves,Piéton,VUS,KIA,SOREN,003296,2014
1766,Graves,Piéton,Automobile,MERCE,S450,004657,2011
1560,Graves,Piéton,Véhicule léger non précisé,,,,
34,Graves,Piéton,Camion,GMC,SIERR,006609,2018
1245,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2010
103,Graves,Piéton,Camionnette,DODGE,SPRIN,002706,2006
1000,Graves,Piéton,Camion,ISUZU,NRR,005198,2018
4425,Graves,Piéton,Camionnette,FORD,F150,005002,2017
1246,Graves,Piéton,Camion,MACK,600,010807,2017
4341,Graves,Piéton,Camionnette,DODGE,RAM,006707,2012
2986,Graves,Piéton,VUS,HYUND,SANTA,002657,2005
1561,Graves,Piéton,Fourgonnette,GMC,SAVAN,004297,2019
2144,Graves,Piéton,Véhicule léger non précisé,,,,
194,Graves,Piéton,Automobile,TOYOT,COROL,001804,2009
2987,Graves,Piéton,Véhicule léger non précisé,,,,
2987,Graves,Piéton,VUS,HYUND,SANTA,003296,2019
1959,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2013
4224,Graves,Piéton,Tracteur routier,KENWO,CON,015005,2013
2684,Graves,Piéton,Automobile,FORD,MUSTA,004001,2007
2989,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2013
4054,Graves,Piéton,Véhicule-outil,DAVID,1210,000000,1975
929,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2008
1117,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2017
4037,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2016
104,Graves,Piéton,VUS,MERCE,GL350,003001,2015
1693,Graves,Piéton,Automobile,HYUND,ELANT,001591,2018
3929,Graves,Piéton,Automobile,HONDA,ACCOR,002394,2011
4075,Graves,Piéton,Véhicule d'équipement,,,,
2313,Graves,Piéton,Automobile,TOYOT,TERCE,001492,1999
2990,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2017
3453,Graves,Piéton,VUS,HONDA,PILOT,003477,2003
2012,Graves,Piéton,Automobile,CHEVR,COBAL,002197,2008
3959,Graves,Piéton,Automobile,HYUND,SONAT,002361,2008
584,Graves,Piéton,VUS,FORD,EXPLO,003509,2016
307,Graves,Piéton,VUS,JEEP,WRANG,003608,2016
2992,Graves,Piéton,Camionnette,FORD,F150,005002,2011
930,Graves,Piéton,Automobile,PONTI,SUNFI,002197,2005
1562,Graves,Piéton,Autres,,,,
1562,Graves,Piéton,Véhicule léger non précisé,,,,
4342,Graves,Piéton,Véhicule léger non précisé,,,,
3578,Graves,Piéton,VUS,HYUND,SANTA,003296,2014
2993,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2004
2993,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2004
2993,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2004
585,Graves,Piéton,VUS,NISSA,ROGUE,002509,2015
2361,Graves,Piéton,Automobile,TOYOT,COROL,001804,2011
2361,Graves,Piéton,Automobile,DODGE,CALIB,002001,2009
1840,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2008
2148,Graves,Piéton,Automobile,NISSA,SENTR,002001,2012
2686,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
71,Graves,Piéton,VUS,LEXUS,RX350,003444,2014
35,Graves,Piéton,VUS,HONDA,CR-V,001509,2018
4171,Graves,Piéton,VUS,KIA,SOREN,003296,2015
1564,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2012
4320,Graves,Piéton,Automobile,BUICK,VERAN,002394,2012
510,Graves,Piéton,VUS,JEEP,WRANG,003608,2019
4453,Graves,Piéton,Camion,INTER,5900,014644,2001
2255,Graves,Piéton,Autobus,VICIN,30FT,000000,2016
2463,Graves,Piéton,Véhicule léger non précisé,,,,
4426,Graves,Piéton,Camion,GMC,C55,006609,2008
4426,Graves,Piéton,VUS,JAGUA,F-PAC,002001,2017
4426,Graves,Piéton,VUS,FORD,EXPLO,003509,2016
1960,Graves,Piéton,Automobile,CHEVR,IMPAL,003608,2013
3524,Graves,Piéton,Véhicule léger non précisé,,,,
3524,Graves,Piéton,Autobus,,,,
4104,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2017
1747,Graves,Piéton,Véhicule léger non précisé,,,,
1962,Graves,Piéton,Véhicule léger non précisé,,,,
2152,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2010
4014,Graves,Piéton,Camion,PETER,CON,014644,2000
344,Graves,Piéton,Motocyclette,,,,
1841,Graves,Piéton,Automobile,SUBAR,IMPRE,002001,2013
1963,Graves,Piéton,Camionnette,DODGE,RAM,005887,2006
1337,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2000
1337,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2000
2532,Graves,Piéton,Camionnette,RAM,1500,003608,2017
831,Graves,Piéton,Automobile,HONDA,FIT,001492,2015
3756,Graves,Piéton,VUS,FORD,ESCAP,003001,2005
2999,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2019
1788,Graves,Piéton,Automobile,MAZDA,3,002001,2007
265,Graves,Piéton,Automobile,HYUND,ELANT,001804,2016
265,Graves,Piéton,Automobile,HYUND,ELANT,001804,2016
265,Graves,Piéton,Automobile,LEXUS,ES350,003493,2010
265,Graves,Piéton,Automobile,LEXUS,ES350,003493,2010
265,Graves,Piéton,VUS,HONDA,CR-V,001509,2017
265,Graves,Piéton,VUS,HONDA,CR-V,001509,2017
265,Graves,Piéton,VUS,AUDI,Q5,001984,2018
265,Graves,Piéton,VUS,AUDI,Q5,001984,2018
265,Graves,Piéton,VUS,HONDA,HR-V,001804,2019
265,Graves,Piéton,VUS,HONDA,HR-V,001804,2019
265,Graves,Piéton,VUS,HONDA,PILOT,003493,2019
265,Graves,Piéton,VUS,HONDA,PILOT,003493,2019
931,Graves,Piéton,VUS,JEEP,COMPA,002394,2010
4157,Graves,Piéton,Automobile,MAZDA,CX-3,002001,2018
1748,Graves,Piéton,Véhicule léger non précisé,,,,
2464,Graves,Piéton,Automobile,PONTI,G5,002197,2008
2533,Graves,Piéton,Fourgonnette,DODGE,GRAND,003608,2019
687,Graves,Piéton,VUS,NISSA,ROGUE,002509,2012
777,Graves,Piéton,Autres,,,,
777,Graves,Piéton,VUS,LANDR,RANGE,003001,2017
832,Graves,Piéton,VUS,MITSU,OUTLA,002001,2018
1749,Graves,Piéton,Autres,,,,
1749,Graves,Piéton,Camion,CHEVR,SILVE,006609,2018
4296,Graves,Piéton,Véhicule léger non précisé,,,,
4105,Graves,Piéton,Camion,KENWO,CON,015005,2012
2155,Graves,Piéton,Camionnette,GMC,SIE,006199,2007
1842,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
